gene	gene_name	gene_type	chr	start	end	strand	length	Bract	Corolla	Leaves	Ligule	Ovary	Pollen	Seed	Stamen	Stem	Style
Ha14_00020518	Ha14_00020518	protein_coding	Ha14	229107827	229111039	-	1323	45.001	25.416	147.852	293.184	50.063	0	60.91	25.129	100.786	81.219
Ha14_00020520	Ha14_00020520	protein_coding	Ha14	229143629	229145311	+	1683	20.493	16.216	2.708	40.208	40.929	0.046	5.511	20.685	15.732	91.092
Ha14_00020521	Ha14_00020521	protein_coding	Ha14	229201954	229202417	-	364	10.652	0	1.089	1.647	6.369	0	21.095	3.998	23.602	4.199
Ha14_00020523	Ha14_00020523	protein_coding	Ha14	229216801	229219642	+	1296	0.024	1.294	6.423	1.561	0.767	0.02	0.166	0.345	0.62	0.118
Ha14_00020524	Ha14_00020524	protein_coding	Ha14	229257270	229260387	+	1746	0.018	0	0.341	0.043	0	0	0.371	0	0.086	0
Ha14_00020527	Ha14_00020527	protein_coding	Ha14	229287772	229294357	+	2402	2.109	0.698	4.62	0.842	0.414	0	0.126	1.398	0.69	0.08
Ha14_00020529	Ha14_00020529	protein_coding	Ha14	229388269	229399309	+	2727	157.365	83.309	29.433	31.643	53.556	0.133	41.763	48.272	73.473	74.911
Ha14_00020530	Ha14_00020530	protein_coding	Ha14	229536055	229538478	+	2424	0.671	0.692	3.843	3.354	0.683	0	5.357	3.417	9.099	1.072
Ha14_00020532	Ha14_00020532	protein_coding	Ha14	229579047	229579667	-	510	178.54	57.349	68.005	180.367	39.611	0.611	27.068	98.11	206.876	83.243
Ha14_00020534	Ha14_00020534	protein_coding	Ha14	229602587	229604013	-	438	8.924	4.253	20.814	36.87	11.341	0.059	15.857	2.811	17.779	5.932
Ha14_00020535	Ha14_00020535	protein_coding	Ha14	229618858	229621678	+	1950	181.344	0.908	0.203	1.806	1.019	0.346	40.285	3.559	27.491	0.921
Ha14_00020536	Ha14_00020536	protein_coding	Ha14	229627561	229630427	+	1026	26.637	9.169	62.585	38.09	7.101	0.051	6.685	1.964	25.023	10.987
Ha14_00020537	Ha14_00020537	protein_coding	Ha14	229632431	229638011	+	1446	14.705	16.555	10.965	14.537	3.893	0.072	20.078	9.289	18.867	18.815
Ha14_00020539	Ha14_00020539	protein_coding	Ha14	229688329	229706136	+	2180	32.488	17.219	10	14.953	12.001	0.119	4.749	5.186	30.49	10.657
Ha14_00020541	Ha14_00020541	protein_coding	Ha14	229743307	229747005	-	975	0.032	0.096	0.407	0.154	0	0.027	0.177	0.23	0.515	0.157
Ha14_00020542	Ha14_00020542	protein_coding	Ha14	229749905	229755857	-	1285	12.824	5.147	11.567	12.043	3.35	1.657	5.17	9.408	12.511	6.423
Ha14_00020543	Ha14_00020543	protein_coding	Ha14	229773366	229780207	+	4648	6.586	13.747	17.354	15.776	5.344	0.246	14.172	33.716	10.355	15.464
Ha14_00020544	Ha14_00020544	protein_coding	Ha14	229788983	229799747	+	4540	9.339	7.612	22.307	9.739	1.313	0.04	0.333	2.046	15.504	4.629
Ha14_00020545	Ha14_00020545	protein_coding	Ha14	229801413	229813309	-	3030	37.616	22.933	46.57	48.104	25.685	0.051	15.02	11.6	27.857	71.594
Ha14_00020549	Ha14_00020549	protein_coding	Ha14	229925706	229929083	+	2288	10.127	43.398	75.445	103.417	110.438	0.091	37.219	7.485	71.036	39.314
Ha14_00020550	Ha14_00020550	protein_coding	Ha14	229929993	229935221	-	3008	13.171	10.126	14.429	16.679	9.688	1.182	19.719	23.593	23.434	11.357
Ha14_00020551	Ha14_00020551	protein_coding	Ha14	229945728	229947459	-	1063	0.765	0.613	0.186	1.269	2.181	0	0.487	1.474	22.923	1.186
Ha14_00020552	Ha14_00020552	protein_coding	Ha14	229953144	229955649	+	2310	0.081	0.081	2.145	1.249	0.287	2.933	0.131	0.291	5.872	0.099
Ha14_00020553	Ha14_00020553	protein_coding	Ha14	229955797	229957947	-	1463	12.888	3.374	14.766	5.609	0.453	1.189	0.855	3.367	3.537	3.761
Ha14_00020554	Ha14_00020554	protein_coding	Ha14	229960865	229962611	-	1358	11.996	15.364	9.632	53.334	26.581	2.237	13.691	24.234	66.224	18.009
Ha14_00020555	Ha14_00020555	protein_coding	Ha14	229964790	229969939	-	2073	6.109	4.089	8.509	6.688	1.438	0.238	25.138	4.374	14.881	3.429
Ha14_00020556	Ha14_00020556	protein_coding	Ha14	229969936	229970971	+	613	131.758	75.064	24.571	70.904	138.843	0.127	42.083	102.624	73.354	111.208
Ha14_00020557	Ha14_00020557	protein_coding	Ha14	229971210	229973514	-	1712	53.168	47.498	26.162	55.285	34.626	1.547	41.728	33.15	83.08	81.804
Ha14_00020558	Ha14_00020558	protein_coding	Ha14	229974888	229978292	-	1379	108.274	23.303	19.258	71.434	26.657	0.508	39.041	19.563	93.597	49.961
Ha14_00020559	Ha14_00020559	protein_coding	Ha14	229985650	229986156	-	435	135.571	50.32	2.734	149.102	29.691	0.537	11.107	10.036	182.947	47.436
Ha14_00020560	Ha14_00020560	protein_coding	Ha14	229992711	229994650	-	1711	0.694	0.109	2.548	0.591	0.387	0	0.656	2.094	54.558	0.179
Ha14_00020562	Ha14_00020562	protein_coding	Ha14	230106630	230109176	+	2547	0.958	0.475	2.412	1.633	0.91	0.061	0.864	0.088	0.809	0.315
Ha14_00020563	Ha14_00020563	protein_coding	Ha14	230110281	230114492	-	2592	8.119	2.372	20.262	13.386	6.005	336.87	5.792	38.565	7.23	5.985
Ha14_00020564	Ha14_00020564	protein_coding	Ha14	230149828	230155005	-	2182	8.24	7.556	75.659	13.823	1.973	0.309	14.887	4.566	13.999	5.114
Ha14_00020565	Ha14_00020565	protein_coding	Ha14	230156489	230161402	+	1131	37.075	14.248	19.801	48.071	12.005	0.253	13.655	15.934	55.883	13.683
Ha14_00020566	Ha14_00020566	protein_coding	Ha14	230161485	230162674	-	1040	0.18	0	0	0.18	1.592	2.372	15.762	11.517	0.338	1.396
Ha14_00020568	Ha14_00020568	protein_coding	Ha14	230180973	230181696	-	390	0.882	0.955	1.016	7.398	24.625	0	0.885	1.148	2.19	15.677
Ha14_00020569	Ha14_00020569	protein_coding	Ha14	230244986	230251510	-	2707	4.632	2.237	1.245	7.004	0.489	0.019	1.195	0.165	3.304	1.369
Ha15_00037598	Ha15_00037598	protein_coding	Ha15	650	2140	+	1005	13.908	9.083	1.578	6.935	10.545	0	5.065	5.458	10.348	10.038
Ha15_00037599	Ha15_00037599	protein_coding	Ha15	8186	9170	-	562	2.615	1.326	0.353	0.333	0	0	0	0.797	0	0.204
Ha15_00037601	Ha15_00037601	protein_coding	Ha15	73324	84972	-	4238	12.565	8.901	17.817	13.456	8.752	0.104	21.834	10.169	14.356	14.309
Ha15_00037603	Ha15_00037603	protein_coding	Ha15	228760	233162	+	903	0	0	0.219	0.041	0	0.259	0.812	2.727	0.056	0.55
Ha15_00037604	Ha15_00037604	protein_coding	Ha15	233241	235562	+	1119	0.028	0	0	0.1	0	0.603	1.773	25.408	0.359	1.263
Ha15_00037608	Ha15_00037608	protein_coding	Ha15	568714	574471	+	1185	0.633	0.707	0.836	0.664	0.838	0.066	0.692	0.189	0.721	0.774
Ha15_00037610	Ha15_00037610	protein_coding	Ha15	788113	797216	-	327	6.981	2.279	4.242	3.323	4.051	1.35	7.783	1.712	8.297	7.596
Ha15_00037612	Ha15_00037612	protein_coding	Ha15	808368	811135	-	582	0	2.241	6.129	0.129	2.845	0.045	0	257.725	0	0
Ha15_00037613	Ha15_00037613	protein_coding	Ha15	917863	919552	+	543	365.726	83.883	105.845	212.809	694.664	0.956	409.78	7.834	135.735	68.895
Ha15_00037620	Ha15_00037620	protein_coding	Ha15	1320399	1322335	+	912	2.537	2.553	4.781	6.409	1.089	0.085	3.548	2.209	5.344	1.466
Ha15_00037621	Ha15_00037621	protein_coding	Ha15	1473686	1478609	-	945	63.828	36.273	129.607	50.712	44.506	0.522	88.286	35.654	68.955	83.784
Ha15_00037622	Ha15_00037622	protein_coding	Ha15	1515664	1520142	+	1220	50.235	10.46	41.261	33.2	10.858	0.106	24.823	6.973	41.758	24.399
Ha15_00037623	Ha15_00037623	protein_coding	Ha15	1907536	1909158	+	1218	0.59	0.076	0.976	0.277	0	0	0	0.643	0.412	0
Ha15_00037624	Ha15_00037624	protein_coding	Ha15	1942159	1945301	-	1049	11.953	3.108	6.046	13.538	1.263	0.074	3.742	2.241	13.267	3.497
Ha15_00037625	Ha15_00037625	protein_coding	Ha15	1949481	1954298	+	1798	8.661	5.595	22.817	9.461	2.763	0.116	3.503	1.121	12.239	3.719
Ha15_00037626	Ha15_00037626	protein_coding	Ha15	1961603	1965948	+	3279	7.753	81.584	15.835	89.908	105.138	0.111	26.47	47.485	59.756	48.281
Ha15_00037627	Ha15_00037627	protein_coding	Ha15	2022239	2027000	+	828	11.48	3.037	23.457	20.409	4	0.188	18.131	8.382	19.478	6.323
Ha15_00037628	Ha15_00037628	protein_coding	Ha15	2037969	2047352	+	606	253.454	119.737	1.308	355.835	238.267	0.129	36.305	28.816	115.82	126.113
Ha15_00037630	Ha15_00037630	protein_coding	Ha15	2224077	2224793	+	717	17.706	1.689	0	0.418	19.861	0	680.356	0.312	0.21	1.226
Ha15_00037632	Ha15_00037632	protein_coding	Ha15	2274238	2275680	+	859	0.291	1.193	0.692	1.265	1.157	0	0.502	0.521	1.053	1.335
Ha15_00037633	Ha15_00037633	protein_coding	Ha15	2289372	2290499	-	318	0.295	0	0.623	0.118	0	0	0.271	0	0.316	0.12
Ha15_00037634	Ha15_00037634	protein_coding	Ha15	2320771	2322465	-	1165	232.598	1164.924	29.94	158.014	768.94	0.156	81.945	257.023	233.007	168.396
Ha15_00037635	Ha15_00037635	protein_coding	Ha15	2338626	2346964	+	4416	3.243	7.045	10.232	8.969	3.225	0.194	15.562	7.604	8.874	6.957
Ha15_00037636	Ha15_00037636	protein_coding	Ha15	2348142	2351412	-	1897	34.665	7.267	22.566	25.124	11.697	0.041	18.875	4.662	48.599	10.696
Ha15_00037639	Ha15_00037639	protein_coding	Ha15	2460622	2462935	+	1680	0.074	0	0.118	0.022	0	0.062	0.257	0.999	0.12	0.341
Ha15_00037641	Ha15_00037641	protein_coding	Ha15	2475414	2477921	+	1435	0.61	0	0.691	0.052	0	0.018	0	0	0	0.08
Ha15_00037642	Ha15_00037642	protein_coding	Ha15	2480477	2482791	-	1681	0.093	0.111	0.118	0	0	0.015	0.154	1.065	0.12	0.341
Ha15_00037643	Ha15_00037643	protein_coding	Ha15	2530849	2531960	+	795	2.085	0.82	28.668	3.205	4.166	0.065	6.132	2.534	1.896	1.778
Ha15_00037644	Ha15_00037644	protein_coding	Ha15	2577705	2579665	-	800	0.039	0.466	0	0.843	7.037	1570.171	0.108	195.051	0.628	45.711
Ha15_00037645	Ha15_00037645	protein_coding	Ha15	2599196	2606738	-	1674	406.31	234.979	249.803	622.429	243.728	2.063	273.394	161.286	384.192	511.208
Ha15_00037646	Ha15_00037646	protein_coding	Ha15	2640376	2641464	+	1089	23.172	21.383	16.379	37.469	41.054	8.893	34.939	43.891	102.881	35.545
Ha15_00037647	Ha15_00037647	protein_coding	Ha15	2661623	2664372	+	354	12.543	0.789	22.394	20.64	5.613	0.073	15.476	7.589	19.444	8.204
Ha15_00037650	Ha15_00037650	protein_coding	Ha15	2698694	2705734	-	363	0.258	0	0	0.31	0	0	0.238	0	0.415	0.105
Ha15_00037651	Ha15_00037651	protein_coding	Ha15	2713535	2716236	+	441	270.076	102.228	2.696	362.458	210.267	0.059	36.781	24.113	123.723	146.957
Ha15_00037653	Ha15_00037653	protein_coding	Ha15	2773600	2775214	-	731	3.636	2.039	1.356	2.358	1.812	0.036	0.059	0.613	3.711	11.134
Ha15_00037654	Ha15_00037654	protein_coding	Ha15	2781916	2782922	-	643	174.97	196.143	321.472	128.608	610.321	1.252	18.517	37.254	93.06	3036.95
Ha15_00037659	Ha15_00037659	protein_coding	Ha15	3012744	3018564	+	1961	0.112	0.38	4.447	4.414	11.653	0	58.67	159.03	2.408	3.274
Ha15_00037660	Ha15_00037660	protein_coding	Ha15	3027838	3040327	+	3639	7.295	7.909	15.739	10.245	2.457	13.427	10.254	12.643	13.931	6.279
Ha15_00037661	Ha15_00037661	protein_coding	Ha15	3043533	3056523	+	912	0.103	0.715	6.302	1.027	0.726	0	0.757	0.491	0.386	0.084
Ha15_00037662	Ha15_00037662	protein_coding	Ha15	3060912	3069755	-	1167	9.994	3.272	12.737	19.04	3.689	0	5.249	2.686	18.168	3.012
Ha15_00037663	Ha15_00037663	protein_coding	Ha15	3110922	3114004	-	975	0.128	0.573	3.252	0.692	0	0	0.133	0	0.103	0
Ha15_00037664	Ha15_00037664	protein_coding	Ha15	3117064	3120838	-	2667	0.012	0.314	0.892	0.576	0	0	0.259	0	0.113	0.029
Ha15_00037665	Ha15_00037665	protein_coding	Ha15	3143971	3145351	-	894	3.742	2.188	2.217	2.389	0.37	0.058	1.641	2.379	3.765	2.479
Ha15_00037672	Ha15_00037672	protein_coding	Ha15	3396236	3403138	+	582	0.161	0	0	0.129	0	0	0.148	0	0.518	0.131
Ha15_00037676	Ha15_00037676	protein_coding	Ha15	3620153	3626941	-	1982	0	0.564	13.999	1.853	0.334	2.109	0.348	0.395	0.406	0.077
Ha15_00037677	Ha15_00037677	protein_coding	Ha15	3642942	3644765	+	1740	0.377	0.803	0.114	0.603	0.381	0	0.421	0.515	1.155	0.615
Ha15_00037680	Ha15_00037680	protein_coding	Ha15	3827954	3834473	+	2852	13.343	11.79	27.726	21.48	12.076	1.784	24.353	24.138	26.407	13.559
Ha15_00037681	Ha15_00037681	protein_coding	Ha15	3874078	3893868	-	459	241.364	35.107	71.243	132.326	32.468	5.204	72.274	101.938	154.664	145.107
Ha15_00037683	Ha15_00037683	protein_coding	Ha15	4196701	4199718	-	1213	7.012	9.138	16.338	9.916	4.914	0.086	11.238	7.013	12.84	5.103
Ha15_00037685	Ha15_00037685	protein_coding	Ha15	4252943	4258863	+	964	3.633	3.189	9.457	2.915	0	0.027	1.074	0.464	5.994	0.277
Ha15_00037686	Ha15_00037686	protein_coding	Ha15	4304608	4308063	+	903	7.653	3.301	9.657	10.208	2.934	0.173	2.58	2.603	14.132	3.851
Ha15_00037688	Ha15_00037688	protein_coding	Ha15	4378554	4380428	-	1733	1.66	0	4.231	0.281	0	0	0.025	1.938	38.326	0
Ha15_00037689	Ha15_00037689	protein_coding	Ha15	4419356	4426867	-	2109	5.397	4.107	12.028	16.771	6.438	0.025	12.559	3.45	7.838	11.469
Ha15_00037690	Ha15_00037690	protein_coding	Ha15	4432274	4436199	+	724	52	22.515	90.059	27.015	8.234	0.143	22.999	4.793	23.802	16.573
Ha15_00037692	Ha15_00037692	protein_coding	Ha15	4487975	4488523	+	549	0.683	0.848	0	0.205	0.603	0.095	5.422	0	0.915	3.48
Ha15_00037694	Ha15_00037694	protein_coding	Ha15	4706696	4712624	-	947	343.529	82.523	309.938	274.907	134.286	0.932	245.031	38.297	388.401	106.082
Ha15_00037695	Ha15_00037695	protein_coding	Ha15	4805666	4805887	-	222	3030.554	1646.418	771.314	1863.338	4330.569	39.762	2145.482	2120.252	3272.469	7983.254
Ha15_00037696	Ha15_00037696	protein_coding	Ha15	4808076	4815442	+	2105	36.008	8.407	26.644	28.338	6.922	0.197	32.052	4.733	35.252	11.799
Ha15_00037697	Ha15_00037697	protein_coding	Ha15	4815801	4820559	-	1199	51.402	5.127	25.455	26.282	7.458	0.065	13.096	5.508	44.542	9.975
Ha15_00037699	Ha15_00037699	protein_coding	Ha15	4918057	4921819	-	1897	1.236	1.031	1.463	0.948	0.175	0.055	1.842	1.121	1.059	1.329
Ha15_00037700	Ha15_00037700	protein_coding	Ha15	5034836	5038536	+	1935	0.016	0	0	0	0.171	0	0.045	0.058	0.208	0
Ha15_00037701	Ha15_00037701	protein_coding	Ha15	5068683	5072376	+	873	3.188	0.533	6.356	4.807	1.138	0.089	0.593	0.256	5.813	1.094
Ha15_00037703	Ha15_00037703	protein_coding	Ha15	5097839	5104100	+	995	0.063	0.187	0.199	4.783	0	0	0	0	0.101	0
Ha15_00037712	Ha15_00037712	protein_coding	Ha15	5364012	5366768	+	1486	0	0.125	0.667	0.076	0	0	0.377	0	0.034	0.257
Ha15_00037714	Ha15_00037714	protein_coding	Ha15	5391619	5394431	+	1789	0.594	8.331	0	0.733	1.666	0	0.94	5.318	0.927	2.2
Ha15_00037716	Ha15_00037716	protein_coding	Ha15	5527172	5528210	-	687	2.003	0.542	2.308	0.818	1.928	0	3.454	0.978	3.803	1.057
Ha15_00037719	Ha15_00037719	protein_coding	Ha15	5615138	5615719	+	582	0	0	1.022	0	0.569	0	0.148	0	0.086	0.197
Ha15_00037721	Ha15_00037721	protein_coding	Ha15	5633671	5641447	+	762	2.421	0	1.04	0.443	0	0	0.113	0	1.78	0.201
Ha15_00037722	Ha15_00037722	protein_coding	Ha15	5652151	5655925	-	1412	0.244	0.462	0.281	0.133	0.235	0.018	0.183	0.872	0.285	0.027
Ha15_00037723	Ha15_00037723	protein_coding	Ha15	5665770	5667125	-	468	0.2	4.18	8.469	5.284	4.953	0.333	2.397	4.066	2.576	3.756
Ha15_00037726	Ha15_00037726	protein_coding	Ha15	5791697	5793453	-	737	0.467	1.896	2.151	3.101	2.247	0.07	1.58	1.367	1.772	2.904
Ha15_00037730	Ha15_00037730	protein_coding	Ha15	5874901	5877081	-	975	0.93	0.191	0	0.154	0.679	0	0	0	2.267	0.118
Ha15_00037735	Ha15_00037735	protein_coding	Ha15	6193080	6196770	+	2583	7.53	13.451	28.696	64.987	12.693	0.985	5.077	34.799	11.943	16.865
Ha15_00037739	Ha15_00037739	protein_coding	Ha15	6354142	6361302	+	3871	0.792	0.578	0.819	1.103	0.599	0	0.089	0.029	3.803	0.652
Ha15_00037740	Ha15_00037740	protein_coding	Ha15	6536441	6536947	+	408	1.456	0	3.886	257.234	5.682	0	0.846	4.39	1.601	0.187
Ha15_00037741	Ha15_00037741	protein_coding	Ha15	6536914	6553180	-	1248	0.902	0.299	0.159	0.721	0.796	0.125	0.968	0.179	0.523	2.113
Ha15_00037742	Ha15_00037742	protein_coding	Ha15	6635199	6635650	-	276	136.405	40.836	78.987	70.866	206.381	3.01	98.313	160.2	73.177	107.299
Ha15_00037743	Ha15_00037743	protein_coding	Ha15	6646688	6685390	+	3879	1.427	1.225	15.072	63.84	3.244	0.261	1.802	1.212	2.552	0.936
Ha15_00037744	Ha15_00037744	protein_coding	Ha15	6706881	6710721	+	672	6.142	9.425	9.732	14.386	15.277	0.039	8.795	5.83	6.878	11.032
Ha15_00037747	Ha15_00037747	protein_coding	Ha15	6870826	6875254	+	3603	40.26	58.762	113.201	65.298	21.324	0.62	15.745	25.165	49.865	41.521
Ha15_00037748	Ha15_00037748	protein_coding	Ha15	6877690	6879502	-	839	29.853	6.772	4.961	6.52	35.525	11.48	11.003	1632.895	17.725	52.058
Ha15_00037749	Ha15_00037749	protein_coding	Ha15	6893614	6895566	+	655	16.661	1.422	12.405	10.469	1.011	0.198	7.442	8.203	16.875	5.251
Ha15_00037750	Ha15_00037750	protein_coding	Ha15	6896497	6897735	-	297	0.211	0	48.045	1.514	0	0.437	0.145	0.754	0.169	0.129
Ha15_00037751	Ha15_00037751	protein_coding	Ha15	6936054	6952751	-	588	1.755	1.109	7.078	134.584	1.69	0.044	3.301	0.571	2.478	0.39
Ha15_00037752	Ha15_00037752	protein_coding	Ha15	6980290	6982524	+	201	60.204	1.39	15.776	19.946	8.238	0.129	20.174	11.138	28.745	16.73
Ha15_00037753	Ha15_00037753	protein_coding	Ha15	7085644	7096684	+	2518	10.928	12.577	15.505	22.172	4.34	13.641	16.91	27.784	29.191	13.673
Ha15_00037756	Ha15_00037756	protein_coding	Ha15	7202423	7203268	-	438	2.284	0	0.905	0.171	0	0	0.394	0	4.588	1.047
Ha15_00037757	Ha15_00037757	protein_coding	Ha15	7208168	7212001	-	1013	107.234	21.792	35.802	87.404	27.788	1.205	66.859	29.172	136.737	35.723
Ha15_00037758	Ha15_00037758	protein_coding	Ha15	7323633	7325350	-	454	28.101	2.667	21.39	12.132	4.377	0.057	10.167	4.685	22.243	6.986
Ha15_00037760	Ha15_00037760	protein_coding	Ha15	7387109	7388870	-	614	25.616	4.399	12.266	9.337	0.539	0.169	7.166	6.198	17.756	6.286
Ha15_00037761	Ha15_00037761	protein_coding	Ha15	7426197	7428779	+	2088	8.686	6.736	1.424	7.447	9.516	0.012	0.826	4.45	4.836	8.913
Ha15_00037762	Ha15_00037762	protein_coding	Ha15	7496107	7498342	-	981	310.012	158.851	278.186	303.001	235.296	1.376	222.071	99.272	320.96	200.137
Ha15_00037763	Ha15_00037763	protein_coding	Ha15	7506218	7509615	-	907	129.592	20.026	8.522	57.753	6.207	0.286	7.182	3.579	100.261	11.417
Ha15_00037766	Ha15_00037766	protein_coding	Ha15	7642307	7647651	+	2134	0.659	0.48	0.743	0.86	0.621	0	1.031	0.839	1.507	0.627
Ha15_00037767	Ha15_00037767	protein_coding	Ha15	7648973	7652920	-	997	19.821	4.765	10.138	17.476	11.958	0.208	16.183	3.144	26.406	12.341
Ha15_00037769	Ha15_00037769	protein_coding	Ha15	7676683	7678424	-	609	37.276	9.636	28.312	29.779	3.263	0.682	31.309	4.411	28.462	9.6
Ha15_00037770	Ha15_00037770	protein_coding	Ha15	7733278	7738923	-	1599	0.176	0	0.496	0.047	0	0	0.081	0	0.314	0.072
Ha15_00037771	Ha15_00037771	protein_coding	Ha15	7792553	7795840	-	702	29.086	11.013	66.626	23.378	4.718	0.259	8.05	1.754	18.465	3.865
Ha15_00037772	Ha15_00037772	protein_coding	Ha15	7796320	7798618	-	433	15.382	8.82	65.451	11.509	4.589	0.3	5.181	0.776	10.443	2.206
Ha15_00037773	Ha15_00037773	protein_coding	Ha15	7801600	7804711	-	757	24.701	5.537	19.373	41.033	10.937	0.171	8.947	14.787	49.976	8.379
Ha15_00037776	Ha15_00037776	protein_coding	Ha15	7877467	7877766	-	300	6.045	0	29.067	1.374	0	0	0.288	0	2.01	0
Ha15_00037780	Ha15_00037780	protein_coding	Ha15	8253182	8255935	-	2754	0.227	0.879	0.072	0.952	1.203	0	0.141	0.447	1.514	0.069
Ha15_00037781	Ha15_00037781	protein_coding	Ha15	8340808	8349137	-	4101	0.236	0.182	1.595	1.489	0.808	0	0.505	0.409	2.144	0.345
Ha15_00037788	Ha15_00037788	protein_coding	Ha15	8530737	8534330	-	901	0.278	0	1.76	0.25	0	10.748	0.096	1.864	0.781	0.17
Ha15_00037790	Ha15_00037790	protein_coding	Ha15	8549868	8552742	-	1399	0.022	0.266	0.567	0.187	0	0.037	0.493	0	0.144	0.082
Ha15_00037792	Ha15_00037792	protein_coding	Ha15	8687164	8688462	-	1299	2.191	0.717	3.051	2.654	2.294	0	2.922	0	3.249	0.471
Ha15_00037793	Ha15_00037793	protein_coding	Ha15	8709126	8713495	+	1802	19.626	13.336	36.514	18.402	10.475	0.158	42.349	6.895	18.875	16.413
Ha15_00037794	Ha15_00037794	protein_coding	Ha15	8717538	8725082	-	833	3.529	2.572	4.758	2.384	2.783	0.561	1.398	6.988	11.46	2.477
Ha15_00037795	Ha15_00037795	protein_coding	Ha15	8727588	8730171	-	480	0	0	0	0.703	0	0	4.134	0.7	0.105	11.384
Ha15_00037796	Ha15_00037796	protein_coding	Ha15	8933615	8946302	+	364	208.059	30.452	76.769	154.201	60.957	3.566	127.995	38.132	175.154	131.538
Ha15_00037801	Ha15_00037801	protein_coding	Ha15	9103799	9111491	-	1223	19.994	12.871	17.825	19.179	4.874	86.888	9.277	16.475	29.824	9.748
Ha15_00037802	Ha15_00037802	protein_coding	Ha15	9193206	9195572	+	2367	9.696	5.824	15.239	10.448	5.457	0.143	3.208	3.594	9	4.633
Ha15_00037804	Ha15_00037804	protein_coding	Ha15	9235307	9242656	+	5297	1.033	4.255	4.415	4.159	1.25	2.063	3.901	2.177	2.295	4.242
Ha15_00037805	Ha15_00037805	protein_coding	Ha15	9244843	9248642	-	1520	45.731	0.306	21.513	0.518	3.268	0.034	8.287	1.547	6.049	0.277
Ha15_00037806	Ha15_00037806	protein_coding	Ha15	9264323	9272831	+	1129	0.166	0.743	0.878	0.431	0	5.22	0.191	11.6	0.178	0.406
Ha15_00037808	Ha15_00037808	protein_coding	Ha15	9314318	9319106	-	626	2.498	0.744	1.583	3.112	0	0	0.965	0.894	2.729	0.427
Ha15_00037809	Ha15_00037809	protein_coding	Ha15	9321943	9339588	-	2557	330.372	160.1	25.112	89.783	77.968	1.584	70.875	51.35	104.235	115.145
Ha15_00037817	Ha15_00037817	protein_coding	Ha15	9645286	9648871	-	2007	5.593	0.789	2.864	0.597	0.825	0	4.772	0.335	4.406	0.552
Ha15_00037819	Ha15_00037819	protein_coding	Ha15	9657565	9658770	+	1206	0.233	0	2.958	0.932	12.906	0	20.568	0	1.083	0.317
Ha15_00037820	Ha15_00037820	protein_coding	Ha15	9670114	9671337	-	389	9.566	2.394	6.114	8.187	1.703	36.841	2.551	6.043	10.462	2.358
Ha15_00037821	Ha15_00037821	protein_coding	Ha15	9945385	9947001	+	1152	0.651	186.696	1.548	64.628	49.733	0.18	36.586	13.409	0.436	199.354
Ha15_00037822	Ha15_00037822	protein_coding	Ha15	9956925	9958700	-	1776	1.954	2.36	3.794	3.439	0.186	0.117	4.688	0.378	1.584	1.979
Ha15_00037823	Ha15_00037823	protein_coding	Ha15	9961057	9961952	+	852	0.073	0.219	0	0.044	0	0	0.051	0	0.059	0.09
Ha15_00037824	Ha15_00037824	protein_coding	Ha15	9968577	9973588	+	1590	1.318	0.937	0.997	0.778	0.417	0.98	1.004	0.282	1.896	0.937
Ha15_00037825	Ha15_00037825	protein_coding	Ha15	9980491	9985939	-	735	39.352	49.044	494.788	126.529	3.605	0.071	3.345	2.132	28.026	8.994
Ha15_00037826	Ha15_00037826	protein_coding	Ha15	9994186	10000128	-	1110	1.578	3.944	2.678	4.321	1.79	0.047	3.692	0.807	2.037	1.411
Ha15_00037827	Ha15_00037827	protein_coding	Ha15	10028717	10031655	-	702	0.401	3.052	1.129	4.697	1.415	0	1.598	0	0.787	1.687
Ha15_00037829	Ha15_00037829	protein_coding	Ha15	10132022	10140211	+	2396	7.491	3.849	5.707	6.193	1.382	0.087	9.2	4.392	7.025	6.3
Ha15_00037831	Ha15_00037831	protein_coding	Ha15	10531745	10535323	+	1559	0.662	0.478	3.051	2.788	1.699	0.033	1.328	0.503	3.48	1.226
Ha15_00037832	Ha15_00037832	protein_coding	Ha15	10541142	10545309	+	930	190.909	81.127	159.4	122.4	223.629	0.335	155.764	61.024	127.98	164.682
Ha15_00037833	Ha15_00037833	protein_coding	Ha15	10592415	10595804	-	1603	0.195	0.232	0.865	0.397	0.207	0	0.054	0	0.031	0.167
Ha15_00037835	Ha15_00037835	protein_coding	Ha15	10731354	10735128	+	1986	53.847	15.149	36.025	8.509	2.501	0.078	0.956	7.947	76.905	78.983
Ha15_00037837	Ha15_00037837	protein_coding	Ha15	10803587	10807927	-	2034	0.077	0.275	5.944	5.029	0.488	0	0.742	0.385	2.05	0.225
Ha15_00037841	Ha15_00037841	protein_coding	Ha15	11065318	11067970	-	1524	2.483	0.306	0	0.049	0.869	0	0.425	1.542	2.044	0.05
Ha15_00037843	Ha15_00037843	protein_coding	Ha15	11126235	11127323	+	465	13.651	0	164.941	96.373	5.698	0.056	2.876	9.148	116.905	13.97
Ha15_00037844	Ha15_00037844	protein_coding	Ha15	11141047	11142168	+	1122	1.366	0.913	7.242	3.039	0.885	0.069	1.269	0.2	3.09	0.647
