gene	gene_name	gene_type	chr	start	end	strand	length	Bract	Corolla	Leaves	Ligule	Ovary	Pollen	Seed	Stamen	Stem	Style
Ha17_00007919	Ha17_00007919	protein_coding	Ha17	15584304	15589762	+	996	687	70	76	847	13	25	265	54	426	410
Ha17_00007923	Ha17_00007923	protein_coding	Ha17	15666243	15669135	+	2060	805	112	51	899	29	1	344	87	2845	206
Ha17_00007924	Ha17_00007924	protein_coding	Ha17	15708933	15712050	+	1567	163	19	52	113	1	0	93	7	83	41
Ha17_00007925	Ha17_00007925	protein_coding	Ha17	15712220	15715252	-	1177	530	22	17	179	11	108	1912	527	280	335
Ha17_00007926	Ha17_00007926	protein_coding	Ha17	15719038	15721228	+	1226	5666	891	139	2591	167	16	596	278	1450	905
Ha17_00007927	Ha17_00007927	protein_coding	Ha17	15725779	15734619	+	627	548	44	39	377	26	17	204	95	408	397
Ha17_00007928	Ha17_00007928	protein_coding	Ha17	15735918	15736912	-	552	730	237	25	108	29	6	52	780	352	277
Ha17_00007929	Ha17_00007929	protein_coding	Ha17	15748085	15748490	+	294	1	0	3	26	0	1	9	0	13	5
Ha17_00007930	Ha17_00007930	protein_coding	Ha17	15754026	15755816	-	837	417	123	64	388	18	4	252	32	179	203
Ha17_00007931	Ha17_00007931	protein_coding	Ha17	15872749	15879946	+	2595	0	6	66	266	11	0	96	4	7	16
Ha17_00007932	Ha17_00007932	protein_coding	Ha17	15982150	15985518	-	1930	899	433	85	847	34	241	412	192	790	431
Ha17_00007933	Ha17_00007933	protein_coding	Ha17	16187835	16193237	-	2262	1388	391	169	1553	47	90	323	218	1287	660
Ha17_00007937	Ha17_00007937	protein_coding	Ha17	16515132	16517444	+	1060	78	7	43	76	15	0	169	4	70	28
Ha17_00007938	Ha17_00007938	protein_coding	Ha17	16518063	16529145	-	1431	113	14	31	140	2	4	30	13	188	26
Ha17_00007939	Ha17_00007939	protein_coding	Ha17	16832715	16835025	-	1714	1201	179	1	543	36	15	272	135	1952	488
Ha17_00007940	Ha17_00007940	protein_coding	Ha17	16840764	16841996	+	1002	148	15	12	95	4	3	85	41	139	38
Ha17_00007945	Ha17_00007945	protein_coding	Ha17	17138404	17145124	-	1988	430	37	4	441	22	21	531	69	1311	208
Ha17_00007946	Ha17_00007946	protein_coding	Ha17	17318708	17320897	+	2130	57	19	19	71	2	1	53	6	58	37
Ha17_00007948	Ha17_00007948	protein_coding	Ha17	17431670	17435480	+	1576	431	73	34	188	43	44610	311	10752	497	2692
Ha17_00007949	Ha17_00007949	protein_coding	Ha17	17530987	17533124	+	1722	130	106	2	155	13	2	24	29	710	78
Ha17_00007951	Ha17_00007951	protein_coding	Ha17	17605267	17605702	+	436	32	63	54	101	14	0	70	24	18	163
Ha17_00007952	Ha17_00007952	protein_coding	Ha17	17716426	17717027	+	518	462	17	38	344	3	29	181	42	290	280
Ha17_00007956	Ha17_00007956	protein_coding	Ha17	18168101	18168931	+	345	1	0	1	0	0	1	1	4	2	0
Ha17_00007958	Ha17_00007958	protein_coding	Ha17	18312082	18314037	+	694	80	36	10	712	8	0	55	5	82	66
Ha17_00007960	Ha17_00007960	protein_coding	Ha17	18329774	18333548	-	1347	522	58	47	301	15	0	384	20	388	152
Ha17_00007962	Ha17_00007962	protein_coding	Ha17	18416247	18420371	+	1574	145	5	42	71	1	0	14	1	177	16
Ha17_00007963	Ha17_00007963	protein_coding	Ha17	18919694	18920101	+	408	537	165	62	145	182	3	376	113	962	525
Ha17_00007965	Ha17_00007965	protein_coding	Ha17	18939532	18945421	+	1194	618	119	98	678	22	7	269	76	513	234
Ha17_00007966	Ha17_00007966	protein_coding	Ha17	18944944	18948610	-	994	22	15	17	60	16	1	1969	30	58	51
Ha17_00007967	Ha17_00007967	protein_coding	Ha17	18949357	18952963	-	1689	145	53	103	554	23	23	197	62	1134	169
Ha17_00007968	Ha17_00007968	protein_coding	Ha17	19809110	19813477	+	565	1586	163	85	1775	120	74	539	294	883	1380
Ha17_00007969	Ha17_00007969	protein_coding	Ha17	19823272	19825117	-	851	172	17	15	124	4	1	61	34	134	75
Ha17_00007970	Ha17_00007970	protein_coding	Ha17	19825818	19827229	-	1068	148	16	34	149	1	4	61	5	124	40
Ha17_00007971	Ha17_00007971	protein_coding	Ha17	19838662	19841029	-	491	44	6	19	74	0	34	66	17	38	23
Ha17_00007975	Ha17_00007975	protein_coding	Ha17	20728693	20735367	+	1795	1883	171	166	1742	35	12	708	190	1324	896
Ha17_00007980	Ha17_00007980	protein_coding	Ha17	21506411	21507816	-	612	590	46	134	795	41	0	376	30	847	213
Ha17_00007982	Ha17_00007982	protein_coding	Ha17	21584194	21585400	-	1111	14	305	0	499	963	3619816	6	17624	59	7244
Ha17_00007984	Ha17_00007984	protein_coding	Ha17	21597522	21598205	+	477	1086	48	57	668	22	0	195	20	627	351
Ha17_00007985	Ha17_00007985	protein_coding	Ha17	21600065	21602839	-	1200	1409	219	274	1896	61	5	746	81	1939	333
Ha17_00007986	Ha17_00007986	protein_coding	Ha17	21607016	21610387	-	1482	309	33	117	236	6	0	206	20	215	41
Ha17_00007987	Ha17_00007987	protein_coding	Ha17	21657124	21657873	+	750	18	6	8	14	0	4	29	1	16	22
Ha17_00007989	Ha17_00007989	protein_coding	Ha17	21748911	21752192	-	760	169	73	12	45	17	3	139	163	133	312
Ha17_00007991	Ha17_00007991	protein_coding	Ha17	21891791	21895991	+	571	1	1	68	1	0	2	33	0	1	16
Ha17_00007993	Ha17_00007993	protein_coding	Ha17	22054137	22055941	+	1716	3002	14	34	3	0	1	15	0	39	12
Ha17_00007994	Ha17_00007994	protein_coding	Ha17	22244959	22247699	+	1083	5	0	1	6	0	0	3	3	346	4
Ha17_00007995	Ha17_00007995	protein_coding	Ha17	22248978	22249527	-	367	2	3	0	0	1	39	0	218	0	10
Ha17_00007997	Ha17_00007997	protein_coding	Ha17	22612740	22614390	+	810	633	142	54	299	31	7	671	168	420	818
Ha17_00007998	Ha17_00007998	protein_coding	Ha17	22641162	22642568	-	681	14	0	1	18	0	2	19	0	11	2
Ha17_00007999	Ha17_00007999	protein_coding	Ha17	22643196	22645782	-	1076	1606	188	435	1314	65	4	381	34	683	777
Ha17_00008002	Ha17_00008002	protein_coding	Ha17	22706155	22708118	+	1008	6	1	2	3	0	0	1	0	4	2
Ha17_00008004	Ha17_00008004	protein_coding	Ha17	22844107	22848673	+	1217	421	87	177	447	25	24	351	43	250	199
Ha17_00008005	Ha17_00008005	protein_coding	Ha17	22849214	22853234	-	1401	2986	516	62	2323	136	192	1154	704	1592	4041
Ha17_00008006	Ha17_00008006	protein_coding	Ha17	22884469	22886081	+	603	828	210	45	780	40	6	328	69	502	909
Ha17_00008007	Ha17_00008007	protein_coding	Ha17	23282335	23283496	-	529	227	8	12	159	1	133	85	18	259	78
Ha17_00008008	Ha17_00008008	protein_coding	Ha17	23413663	23418898	+	870	724	75	76	507	17	11	442	94	568	211
Ha17_00008009	Ha17_00008009	protein_coding	Ha17	23447915	23452438	-	1535	3	1	2	3	5	6507	3	882	10	62
Ha17_00008013	Ha17_00008013	protein_coding	Ha17	23626762	23633323	+	1777	792	62	213	302	123	3	11930	81	315	138
Ha17_00008014	Ha17_00008014	protein_coding	Ha17	23719481	23723009	-	1291	1	10	43	122	33	65772	237	1369	31	364
Ha17_00008016	Ha17_00008016	protein_coding	Ha17	23836109	23838263	-	1129	6	0	0	1	0	71	2	102	5	9
Ha17_00008017	Ha17_00008017	protein_coding	Ha17	23838988	23839651	-	571	246	5	15	40	3	0	11	36	188	18
Ha17_00008020	Ha17_00008020	protein_coding	Ha17	25845570	25848758	-	1806	0	0	19	42	0	0	77	25	146	7
Ha17_00008021	Ha17_00008021	protein_coding	Ha17	25858198	25864133	-	2611	480	89	250	1123	35	49	415	84	342	220
Ha17_00008022	Ha17_00008022	protein_coding	Ha17	26024354	26030680	-	3246	287	394	213	1006	52	5	369	75	592	487
Ha17_00008023	Ha17_00008023	protein_coding	Ha17	26046320	26049056	+	882	1129	315	120	473	214	233	1356	871	450	1104
Ha17_00008024	Ha17_00008024	protein_coding	Ha17	26055868	26059655	+	1418	9	1	4	9	0	1	7	8	9	16
Ha17_00008026	Ha17_00008026	protein_coding	Ha17	26070735	26071612	-	720	465	82	83	518	14	11	63	79	780	211
Ha17_00008027	Ha17_00008027	protein_coding	Ha17	26085394	26087278	+	1047	971	50	57	282	26	0	174	89	302	288
Ha17_00008028	Ha17_00008028	protein_coding	Ha17	26088613	26090875	-	720	40	17	61	73	15	4	108	24	47	52
Ha17_00008029	Ha17_00008029	protein_coding	Ha17	26094646	26095848	+	439	3650	849	226	1976	427	206	1775	6108	1457	2791
Ha17_00008030	Ha17_00008030	protein_coding	Ha17	26095938	26099461	-	1521	6	3	8	10	0	0	12	0	9	4
Ha17_00008031	Ha17_00008031	protein_coding	Ha17	26193689	26195752	-	987	81	42	66	92	4	1	93	9	40	77
Ha17_00008032	Ha17_00008032	protein_coding	Ha17	26213077	26213373	+	297	555	34	84	413	8	0	35	7	262	119
Ha17_00008033	Ha17_00008033	protein_coding	Ha17	26215639	26220470	+	1382	843	191	88	545	59	3	137	62	485	755
Ha17_00008034	Ha17_00008034	protein_coding	Ha17	26221160	26222809	-	1158	1611	136	44	915	22	12	357	63	550	530
Ha17_00008035	Ha17_00008035	protein_coding	Ha17	26228296	26232049	-	895	1854	188	201	1661	78	108	1569	182	2059	909
Ha17_00008036	Ha17_00008036	protein_coding	Ha17	26263947	26266305	-	2238	14	8	11	19	2	0	9	0	16	2
Ha17_00008037	Ha17_00008037	protein_coding	Ha17	26282193	26297677	+	8142	864	498	389	1601	61	230	1276	331	961	1122
Ha17_00008039	Ha17_00008039	protein_coding	Ha17	26321283	26322760	+	959	276	31	30	207	22	0	34	10	177	267
Ha17_00008040	Ha17_00008040	protein_coding	Ha17	26483559	26488433	+	1505	1430	182	70	467	32	11	669	15	979	536
Ha17_00008041	Ha17_00008041	protein_coding	Ha17	26490823	26491926	-	1104	44	19	21	61	6	98	100	27	246	11
Ha17_00008042	Ha17_00008042	protein_coding	Ha17	26495614	26496109	-	297	49	65	38	43	2	0	1	8	11	9
Ha17_00008043	Ha17_00008043	protein_coding	Ha17	26503117	26503455	-	339	3	15	2	7	1	1	1	1	1	4
Ha17_00008044	Ha17_00008044	protein_coding	Ha17	26558265	26558855	-	591	448	16	2	32	3	1	69	7	214	13
Ha17_00008046	Ha17_00008046	protein_coding	Ha17	26621649	26622830	+	1032	10	0	4	4	0	0	2	0	6	2
Ha17_00008047	Ha17_00008047	protein_coding	Ha17	26660906	26662261	-	1356	17	6	4	41	0	0	6	69	18	6
Ha17_00008049	Ha17_00008049	protein_coding	Ha17	26870840	26875527	-	2071	666	92	154	944	52	33	842	117	751	318
Ha17_00008051	Ha17_00008051	protein_coding	Ha17	26928480	26929529	+	1050	11	2	14	5	0	0	7	0	14	10
Ha17_00008054	Ha17_00008054	protein_coding	Ha17	27012473	27013821	+	1262	46	21	42	151	13	0	229	22	160	54
Ha17_00008055	Ha17_00008055	protein_coding	Ha17	27020669	27023019	-	1098	6072	293	633	1568	102	31	3421	203	2429	1341
Ha17_00008057	Ha17_00008057	protein_coding	Ha17	27029629	27030621	-	993	370	163	202	878	26	6	720	30	176	203
Ha17_00008059	Ha17_00008059	protein_coding	Ha17	27299617	27303639	-	770	17548	1930	581	7657	1976	1046	5832	1649	6049	10341
Ha17_00008063	Ha17_00008063	protein_coding	Ha17	27437827	27438321	-	452	2342	1866	18	796	511	6	1023	2262	1906	3951
Ha17_00008064	Ha17_00008064	protein_coding	Ha17	27454998	27458168	+	2108	106	7	6	41	0	0	24	14	252	27
Ha17_00008066	Ha17_00008066	protein_coding	Ha17	27552252	27556294	+	3012	11	0	10	71	0	0	2	0	37	0
Ha17_00008067	Ha17_00008067	protein_coding	Ha17	27563992	27571458	+	2881	1179	93	172	747	27	651	714	123	881	415
Ha17_00008068	Ha17_00008068	protein_coding	Ha17	27597669	27601525	+	1175	430	10	31	103	16	125	151	44	157	748
Ha17_00008069	Ha17_00008069	protein_coding	Ha17	27616168	27620213	+	884	43	13	43	1	0	1	0	0	43	0
Ha17_00008070	Ha17_00008070	protein_coding	Ha17	27620771	27622166	-	741	3	0	1	8	1	0	44	0	1	0
Ha17_00008071	Ha17_00008071	protein_coding	Ha17	27672129	27675189	+	1302	9805	930	1052	2661	362	109136	4114	6185	3652	6979
Ha17_00008072	Ha17_00008072	protein_coding	Ha17	27720153	27723153	+	1605	1	7	30	22	0	0	11	0	46	6
Ha17_00008073	Ha17_00008073	protein_coding	Ha17	27757241	27758497	-	1257	31	11	8	21	0	1	40	5	22	32
Ha17_00008074	Ha17_00008074	protein_coding	Ha17	27874933	27880677	+	1447	212	70	20	149	22	1	47	62	127	189
Ha17_00008075	Ha17_00008075	protein_coding	Ha17	27881610	27883275	+	1102	317	45	25	710	4	7	32	13	367	50
Ha17_00008077	Ha17_00008077	protein_coding	Ha17	28291514	28294676	+	799	114	27	29	109	6	1	36	22	155	64
Ha17_00008078	Ha17_00008078	protein_coding	Ha17	28761205	28768699	+	2331	93	10	22	131	6	16	127	3	65	37
Ha17_00008079	Ha17_00008079	protein_coding	Ha17	28768197	28772013	-	2567	2495	179	366	2029	24	25	267	69	982	830
Ha17_00008080	Ha17_00008080	protein_coding	Ha17	29682149	29684463	+	732	19	5	6	28	0	0	5	8	27	6
Ha17_00008081	Ha17_00008081	protein_coding	Ha17	30754062	30757312	+	2178	753	982	301	2940	72	2	429	123	523	771
Ha17_00008082	Ha17_00008082	protein_coding	Ha17	30772363	30778905	-	2575	1263	436	190	1345	50	16	1004	256	1510	678
Ha17_00008085	Ha17_00008085	protein_coding	Ha17	30918664	30921758	+	1638	123	11	47	134	1	112	66	15	238	61
Ha17_00008086	Ha17_00008086	protein_coding	Ha17	30921895	30923958	-	680	122	4	1	14	4	179	46	832	44	110
Ha17_00008087	Ha17_00008087	protein_coding	Ha17	30970411	30973798	-	1235	2089	569	133	2771	307	87	8608	745	6397	1693
Ha17_00008089	Ha17_00008089	protein_coding	Ha17	31007172	31009542	+	1208	386	49	63	257	4	2	156	6	100	215
Ha17_00008090	Ha17_00008090	protein_coding	Ha17	31011845	31013545	-	756	709	38	94	260	20	25	588	24	342	217
Ha17_00008091	Ha17_00008091	protein_coding	Ha17	31045802	31046417	+	432	534	47	68	180	28	12	396	19	227	246
Ha17_00008092	Ha17_00008092	protein_coding	Ha17	31067805	31074366	+	3295	220	91	207	956	45	3	111	142	650	366
Ha17_00008095	Ha17_00008095	protein_coding	Ha17	31156580	31160754	-	2101	0	1	13	38	3	2	8	0	60	14
Ha17_00008098	Ha17_00008098	protein_coding	Ha17	34191858	34194814	+	450	68	10	2	7	0	0	15	5	4	89
Ha17_00008099	Ha17_00008099	protein_coding	Ha17	34315283	34329260	+	4468	385	69	547	573	50	70	1702	146	633	150
Ha17_00008100	Ha17_00008100	protein_coding	Ha17	34337532	34338266	+	300	611	186	33	174	98	725	337	2193	171	829
Ha17_00008102	Ha17_00008102	protein_coding	Ha17	34418522	34443328	+	690	1671	463	85	652	214	2291	1074	4738	580	2074
Ha17_00008103	Ha17_00008103	protein_coding	Ha17	34519043	34523135	+	2913	1280	362	96	2749	100	4	1429	320	4677	724
Ha17_00008104	Ha17_00008104	protein_coding	Ha17	34609768	34614506	+	2142	7695	2441	166	10925	902	8	1458	1287	13123	2437
Ha17_00008105	Ha17_00008105	protein_coding	Ha17	34633143	34637217	+	1445	533	174	121	684	100	4	823	222	368	438
Ha17_00008106	Ha17_00008106	protein_coding	Ha17	34638989	34643758	-	1647	13567	2606	785	8333	480	753	10122	1454	10515	12055
Ha17_00008107	Ha17_00008107	protein_coding	Ha17	34646689	34650229	-	956	8529	3595	1150	4957	926	545	4185	23314	3666	19664
Ha17_00008108	Ha17_00008108	protein_coding	Ha17	34681350	34684248	-	865	487	10	39	238	9	3	152	24	308	118
Ha17_00008109	Ha17_00008109	protein_coding	Ha17	34689854	34691957	+	964	2095	116	204	1623	31	391	678	218	1809	664
Ha17_00008110	Ha17_00008110	protein_coding	Ha17	34849910	34851334	+	1125	1350	244	185	887	80	50	961	99	952	667
Ha17_00008111	Ha17_00008111	protein_coding	Ha17	34934335	34935982	+	535	10994	6147	1067	6869	2879	38	5619	1959	4302	16699
Ha17_00008113	Ha17_00008113	protein_coding	Ha17	34941243	34944824	-	861	595	2789	395	69212	1596	3	2562	2107	548	72940
Ha17_00008115	Ha17_00008115	protein_coding	Ha17	35224665	35228065	+	1202	13	5	16	40	2	2	85	21	248	12
Ha17_00008116	Ha17_00008116	protein_coding	Ha17	35558161	35559697	-	878	1	8	217	259	12	5	34	0	21	5
Ha17_00008117	Ha17_00008117	protein_coding	Ha17	35568820	35579391	-	1891	412	124	142	696	36	179	220	121	657	392
Ha17_00008118	Ha17_00008118	protein_coding	Ha17	35591641	35601285	+	3246	248	100	137	374	24	50	457	73	388	179
Ha17_00008119	Ha17_00008119	protein_coding	Ha17	38035832	38039047	-	833	1	21	0	296	4	0	170	0	178	167
Ha17_00008120	Ha17_00008120	protein_coding	Ha17	38042473	38045729	-	1397	1035	198	221	898	32	9	638	151	1008	538
Ha17_00008121	Ha17_00008121	protein_coding	Ha17	38123539	38125485	-	980	186	5	8	88	0	1	16	8	164	16
Ha17_00008122	Ha17_00008122	protein_coding	Ha17	38147289	38149314	+	1423	26	6	55	111	4	2	177	6	63	21
Ha17_00008124	Ha17_00008124	protein_coding	Ha17	38185975	38192040	+	1451	606	309	838	970	48	24	772	55	338	427
Ha17_00008125	Ha17_00008125	protein_coding	Ha17	38187545	38189271	-	705	2884	213	204	2037	103	6	1492	133	3075	498
Ha17_00008126	Ha17_00008126	protein_coding	Ha17	38207853	38216379	+	525	2	2	0	2	0	1	1	2	2	2
Ha17_00008129	Ha17_00008129	protein_coding	Ha17	38259984	38262955	+	948	0	12	1	5	0	0	0	0	2	4
Ha17_00008131	Ha17_00008131	protein_coding	Ha17	38289748	38291544	+	960	352	286	366	425	41	47	314	139	153	285
Ha17_00008133	Ha17_00008133	protein_coding	Ha17	38449170	38451920	+	1167	1979	111	29	906	34	26192	1276	1050	619	1260
Ha17_00008134	Ha17_00008134	protein_coding	Ha17	38470472	38472797	+	1496	3209	333	31	3312	132	10	486	334	1913	540
Ha17_00008135	Ha17_00008135	protein_coding	Ha17	38475090	38479021	+	1263	2103	245	969	2208	12	10	325	45	1016	327
Ha17_00008136	Ha17_00008136	protein_coding	Ha17	38490425	38493926	+	1008	1	1	2	327	0	0	9	0	0	0
Ha17_00008137	Ha17_00008137	protein_coding	Ha17	38538749	38539724	-	780	14	0	5	13	0	0	4	16	118	2
Ha17_00008138	Ha17_00008138	protein_coding	Ha17	38541027	38544350	-	1401	696	168	58	863	61	19	590	300	608	895
Ha17_00008140	Ha17_00008140	protein_coding	Ha17	38621625	38626010	-	819	111	20	81	251	1	4	66	5	199	107
Ha17_00008141	Ha17_00008141	protein_coding	Ha17	38626020	38628787	-	1236	102	34	82	359	2	1	93	26	196	90
Ha17_00008143	Ha17_00008143	protein_coding	Ha17	38660984	38664835	+	1121	228	33	30	136	6	6	102	22	133	141
Ha17_00008144	Ha17_00008144	protein_coding	Ha17	38711842	38713864	-	877	1539	280	97	2492	42	455	730	230	2414	726
Ha17_00008145	Ha17_00008145	protein_coding	Ha17	38780986	38789045	-	2617	18	3	11	11	0	2	18	16	14	5
Ha17_00008146	Ha17_00008146	protein_coding	Ha17	38812453	38816269	-	1427	142	24	15	571	32	1	655	11	34	311
Ha17_00008148	Ha17_00008148	protein_coding	Ha17	39011897	39014611	+	1272	2488	495	207	1271	180	43	991	1276	1065	2292
Ha17_00008152	Ha17_00008152	protein_coding	Ha17	39081324	39089570	+	540	170	47	26	29	1	0	22	28	204	82
Ha17_00008153	Ha17_00008153	protein_coding	Ha17	39089589	39090141	+	516	443	54	49	25	3	0	15	101	178	207
Ha17_00008154	Ha17_00008154	protein_coding	Ha17	39113773	39117523	+	1766	67	3	1	5	0	1	30	7	26	25
Ha17_00008155	Ha17_00008155	protein_coding	Ha17	39119396	39126095	+	3543	254	39	150	355	9	18	281	10	236	153
Ha17_00008156	Ha17_00008156	protein_coding	Ha17	39152913	39157447	+	3086	409	88	136	418	38	12	269	85	380	264
Ha17_00008158	Ha17_00008158	protein_coding	Ha17	39204703	39206766	-	1336	5	3	1	1	0	0	2	1	19	1
Ha17_00008159	Ha17_00008159	protein_coding	Ha17	39212391	39217704	-	2214	434	56	209	538	15	9	197	142	787	151
Ha17_00008160	Ha17_00008160	protein_coding	Ha17	39237243	39244931	-	699	126	15	63	104	4	1	52	23	160	67
Ha17_00008161	Ha17_00008161	protein_coding	Ha17	39460323	39464109	-	417	167	11	45	175	3	30	63	32	185	72
Ha17_00008162	Ha17_00008162	protein_coding	Ha17	39986036	39992821	-	2931	152	47	172	442	16	2	93	30	119	59
Ha17_00008164	Ha17_00008164	protein_coding	Ha17	40270598	40271989	-	1183	546	270	69	775	116	44	822	381	838	555
Ha17_00008166	Ha17_00008166	protein_coding	Ha17	40376458	40378559	+	1257	407	23	619	304	0	0	0	3	240	10
Ha17_00008168	Ha17_00008168	protein_coding	Ha17	41204041	41205945	-	1002	520	44	8	119	3	0	86	12	100	195
Ha17_00008171	Ha17_00008171	protein_coding	Ha17	41306437	41309744	-	2235	0	1	0	0	1	21	0	195	1	5
Ha17_00008172	Ha17_00008172	protein_coding	Ha17	41342067	41345053	+	1818	2	4	39	49	3	0	302	53	10	5
Ha17_00008173	Ha17_00008173	protein_coding	Ha17	41454746	41456492	+	411	8	1	0	3	0	0	2	2	3	7
Ha17_00008175	Ha17_00008175	protein_coding	Ha17	41662034	41665722	+	2436	1638	340	101	1275	50	14	1184	247	1332	1075
Ha17_00008176	Ha17_00008176	protein_coding	Ha17	41745480	41747124	+	1097	553	158	40	1541	11	1	1	54	1397	103
Ha17_00008178	Ha17_00008178	protein_coding	Ha17	41876946	41878724	+	961	10128	1669	854	8374	925	311	7611	2438	4589	11887
Ha17_00008182	Ha17_00008182	protein_coding	Ha17	42200230	42200784	+	396	43	39	34	293	9	4	129	11	131	251
Ha17_00008183	Ha17_00008183	protein_coding	Ha17	42203934	42206304	+	1261	205	203	122	1232	98	12	618	105	978	1342
Ha17_00008184	Ha17_00008184	protein_coding	Ha17	42231037	42233116	+	1767	142	0	4	13	0	0	85	3	261	27
Ha17_00008185	Ha17_00008185	protein_coding	Ha17	42232960	42235262	-	628	963	54	123	645	9	1	132	19	274	266
Ha17_00008186	Ha17_00008186	protein_coding	Ha17	42585968	42587177	-	396	93	12	10	69	3	1	44	5	51	45
Ha17_00008187	Ha17_00008187	protein_coding	Ha17	43027758	43029663	+	825	113	40	30	244	85	6	157	54	97	123
Ha17_00008188	Ha17_00008188	protein_coding	Ha17	43033160	43035399	+	1922	2829	306	454	2370	71	14	978	106	1878	1036
Ha17_00008190	Ha17_00008190	protein_coding	Ha17	43116375	43118535	+	728	6360	1761	464	3932	768	405	4392	3696	2945	7575
Ha17_00008191	Ha17_00008191	protein_coding	Ha17	43142797	43144748	-	1504	1891	1151	323	6302	495	1355	1811	655	2142	1409
Ha17_00008192	Ha17_00008192	protein_coding	Ha17	43168388	43169272	+	792	221	84	54	334	10	7	85	45	316	187
Ha17_00008193	Ha17_00008193	protein_coding	Ha17	43254484	43258365	+	1914	649	128	52	298	43	4	552	228	331	455
Ha17_00008195	Ha17_00008195	protein_coding	Ha17	43348052	43356260	+	3527	870	46	376	272	20	81	372	880	570	77
Ha17_00008197	Ha17_00008197	protein_coding	Ha17	43718669	43719044	-	324	238	105	142	617	207	4	238	68	2406	1203
Ha17_00008198	Ha17_00008198	protein_coding	Ha17	43770407	43772387	+	1056	325	41	10	44	5	87	85	98	160	86
Ha17_00008201	Ha17_00008201	protein_coding	Ha17	43977705	43978996	+	390	54	1	1	27	0	0	4	5	31	12
Ha17_00008202	Ha17_00008202	protein_coding	Ha17	44505394	44509064	-	1767	352	394	198	890	3	0	8	28	62	74
Ha17_00008203	Ha17_00008203	protein_coding	Ha17	44599277	44602921	+	2018	460	348	179	1555	108	1	520	84	704	273
Ha17_00008205	Ha17_00008205	protein_coding	Ha17	44719061	44720734	-	876	24426	4162	3589	13672	3917	91	27807	1392	11253	23285
Ha17_00008208	Ha17_00008208	protein_coding	Ha17	45237043	45239814	+	1404	835	111	40	1168	57	6	948	88	546	576
Ha17_00008209	Ha17_00008209	protein_coding	Ha17	45344945	45346187	+	830	98	6	338	75	2	0	9	0	75	24
Ha17_00008211	Ha17_00008211	protein_coding	Ha17	45624047	45625591	-	1177	4	3	0	217	4	0	1	0	12	1
Ha17_00008212	Ha17_00008212	protein_coding	Ha17	46070374	46073007	-	1551	381	1	8	6	0	1	2	10	802	4
Ha17_00008213	Ha17_00008213	protein_coding	Ha17	46088189	46092237	+	1751	270	18	3	326	9	0	92	10	119	152
Ha17_00008214	Ha17_00008214	protein_coding	Ha17	46207107	46210914	-	1287	6	1	3	22	0	0	12	1	22	2
Ha17_00008215	Ha17_00008215	protein_coding	Ha17	46211942	46216753	-	2539	6608	2568	1190	6521	361	388	2564	1870	7912	8499
Ha17_00008216	Ha17_00008216	protein_coding	Ha17	46225359	46232332	+	2543	48	0	3	37	0	1	24	5	83	15
Ha17_00008217	Ha17_00008217	protein_coding	Ha17	46272821	46276453	-	782	401	26	18	242	10	1	179	9	253	311
Ha17_00008221	Ha17_00008221	protein_coding	Ha17	46740451	46742075	-	1018	3211	199	24	1996	77	5	306	100	1705	471
Ha17_00008233	Ha17_00008233	protein_coding	Ha17	47786307	47789054	-	705	518	41	44	316	12	2	457	25	268	264
Ha17_00008236	Ha17_00008236	protein_coding	Ha17	47948385	47951778	+	2478	50	29	0	14	5	2	3	0	40	29
Ha17_00008237	Ha17_00008237	protein_coding	Ha17	47954841	47955221	+	381	0	0	0	8	0	1	47	0	8	12
Ha17_00008238	Ha17_00008238	protein_coding	Ha17	47998735	48000697	-	915	3569	4154	5067	10487	3998	14	10148	428	7520	7850
Ha17_00008239	Ha17_00008239	protein_coding	Ha17	48026584	48031891	+	1255	89	26	8	66	4	0	58	4	29	9
Ha17_00008241	Ha17_00008241	protein_coding	Ha17	48217644	48221639	+	1558	152	6	3	12	1	2	81	2	71	39
Ha17_00008243	Ha17_00008243	protein_coding	Ha17	48289883	48293035	-	2121	0	22	17	49	11	8702	7	870	8	78
Ha17_00008245	Ha17_00008245	protein_coding	Ha17	48492524	48495736	+	330	377	0	48	7	2	0	527	12	51	44
Ha17_00008246	Ha17_00008246	protein_coding	Ha17	48528949	48534312	-	1790	9589	1289	862	9182	254	111	2349	677	3125	3908
Ha17_00008252	Ha17_00008252	protein_coding	Ha17	48816033	48818534	+	1316	4	7	11	38	1	0	30	0	17	18
Ha17_00008255	Ha17_00008255	protein_coding	Ha17	49143603	49152093	+	4218	57	34	41	79	10	18	55	16	131	71
Ha17_00008257	Ha17_00008257	protein_coding	Ha17	49166007	49167288	+	645	17	3	1	19	3	10	11	11	29	10
Ha17_00008258	Ha17_00008258	protein_coding	Ha17	49195282	49197455	-	2095	8	22	29	92	9	15759	19	1521	17	92
Ha17_00008262	Ha17_00008262	protein_coding	Ha17	50158274	50158814	+	323	9	1	0	5	0	0	9	0	6	1
Ha17_00008263	Ha17_00008263	protein_coding	Ha17	50347122	50352451	-	1155	86	1	3	5	0	0	0	3	191	13
Ha17_00008265	Ha17_00008265	protein_coding	Ha17	50367631	50370320	-	1674	465	103	84	1281	17	816	175	149	347	727
Ha17_00008268	Ha17_00008268	protein_coding	Ha17	50600414	50603508	+	1764	39	8	12	53	0	0	24	10	40	33
